,start,mid,end,grade,user_grade,is_benchmark,repeats,url
51878,"[[6, 3]]","[[4, 7], [7, 7], [4, 11], [1, 12], [3, 14]]","[[3, 17]]",0,0,False,17,https://moonboard.com/Problems/View/51878/m6
51871,"[[1, 2], [5, 4]]","[[2, 7], [3, 11], [6, 8], [6, 7], [1, 15], [4, 12]]","[[4, 17]]",0,0,False,18,https://moonboard.com/Problems/View/51871/jonas-comfy-run
51864,"[[10, 4]]","[[10, 6], [7, 10], [4, 12], [1, 15]]","[[2, 17]]",4,4,False,8,https://moonboard.com/Problems/View/51864/gm
51778,"[[9, 5], [8, 5]]","[[5, 8], [4, 8], [6, 13], [6, 14], [2, 11]]","[[8, 17]]",2,,False,1,https://moonboard.com/Problems/View/51778/m%C3%A5rten-g%C3%A5s
51762,"[[1, 2]]","[[4, 6], [2, 9], [7, 10], [6, 14]]","[[8, 17]]",1,,False,1,https://moonboard.com/Problems/View/51762/sandpaper-down
51759,"[[10, 4]]","[[9, 7], [5, 8], [9, 11], [5, 5], [9, 12], [7, 15]]","[[8, 17]]",1,,False,3,https://moonboard.com/Problems/View/51759/leather-stretch
51733,"[[5, 4], [6, 1]]","[[6, 7], [7, 9], [9, 6], [4, 9], [6, 12], [5, 13], [8, 15]]","[[10, 17]]",1,1,False,133,https://moonboard.com/Problems/View/51733/statico
51606,"[[1, 5], [2, 5]]","[[8, 11], [4, 14], [5, 9], [4, 8], [10, 4], [6, 1], [5, 12]]","[[6, 17]]",2,2,False,12,https://moonboard.com/Problems/View/51606/regression
51437,"[[8, 3]]","[[5, 15], [6, 12], [8, 8], [2, 9], [3, 6]]","[[6, 17]]",2,,False,3,https://moonboard.com/Problems/View/51437/wet-bowden
51435,"[[9, 4]]","[[3, 8], [5, 10], [4, 11], [6, 14], [3, 16]]","[[3, 17]]",2,2,False,16,https://moonboard.com/Problems/View/51435/knuckle-dragger
51433,"[[10, 4], [4, 5]]","[[4, 8], [0, 8], [4, 11], [0, 13], [4, 15]]","[[3, 17]]",1,1,False,18,https://moonboard.com/Problems/View/51433/kudos
51430,"[[8, 4]]","[[7, 8], [8, 11], [3, 12], [5, 14], [6, 16]]","[[4, 17]]",1,1,False,13,https://moonboard.com/Problems/View/51430/punter
51415,"[[5, 4], [9, 1]]","[[10, 6], [7, 9], [2, 12], [7, 13]]","[[7, 17]]",3,,False,5,https://moonboard.com/Problems/View/51415/spread-em-sweetcheeks
51411,"[[6, 3], [8, 3]]","[[4, 6], [7, 9], [6, 12], [10, 13]]","[[8, 17]]",1,1,False,6,https://moonboard.com/Problems/View/51411/la-smurthwaite
51353,"[[1, 3], [3, 2]]","[[1, 10], [2, 5], [3, 6], [4, 10]]","[[3, 17]]",5,5,True,171,https://moonboard.com/Problems/View/51353/undisclosed-desire
51300,"[[6, 1]]","[[5, 4], [7, 9], [7, 12], [7, 15], [4, 12]]","[[7, 17]]",0,,False,5,https://moonboard.com/Problems/View/51300/crazy-cats
51179,"[[10, 4]]","[[10, 8], [5, 9], [6, 12], [1, 12]]","[[3, 17]]",2,2,False,12,https://moonboard.com/Problems/View/51179/nicht-in-stein-gemei%C3%9Felt
51122,"[[6, 5]]","[[10, 7], [9, 9], [4, 9], [7, 13]]","[[3, 17]]",4,4,False,95,https://moonboard.com/Problems/View/51122/what-is-wrong-with-you
51113,"[[1, 2]]","[[4, 6], [5, 7], [7, 10], [3, 12], [10, 5], [3, 15]]","[[0, 17]]",4,,False,4,https://moonboard.com/Problems/View/51113/blitz
51090,"[[1, 2]]","[[1, 9], [4, 11], [5, 12], [10, 13]]","[[10, 17]]",5,,False,7,https://moonboard.com/Problems/View/51090/zgd
51085,"[[5, 4]]","[[7, 9], [5, 13]]","[[4, 17]]",1,0,False,9,https://moonboard.com/Problems/View/51085/l18
51083,"[[8, 3], [10, 4]]","[[10, 8], [7, 11], [8, 13], [4, 15]]","[[4, 17]]",0,0,False,9,https://moonboard.com/Problems/View/51083/l17
51081,"[[5, 4], [6, 3]]","[[8, 9], [6, 12], [6, 16]]","[[3, 17]]",0,0,False,9,https://moonboard.com/Problems/View/51081/l16
51041,"[[5, 4]]","[[1, 6], [5, 10], [4, 13], [7, 14]]","[[8, 17]]",4,,False,2,https://moonboard.com/Problems/View/51041/g-o-a-t-cheese
50976,"[[9, 4]]","[[8, 6], [7, 7], [6, 8], [5, 10], [4, 11], [3, 14]]","[[3, 17]]",1,1,False,10,https://moonboard.com/Problems/View/50976/grayling
50969,"[[5, 4]]","[[6, 8], [1, 10], [0, 13], [4, 15]]","[[4, 17]]",2,2,False,14,https://moonboard.com/Problems/View/50969/marlin
50967,"[[6, 3]]","[[4, 7], [4, 11], [3, 14], [7, 15], [6, 16]]","[[10, 17]]",1,1,False,38,https://moonboard.com/Problems/View/50967/darkside-of-the-moonboard
50942,"[[0, 4], [2, 4]]","[[3, 8], [1, 10], [2, 12], [7, 13]]","[[4, 17]]",1,2,False,419,https://moonboard.com/Problems/View/50942/ace-ventura
50938,"[[8, 3], [7, 4]]","[[5, 6], [9, 9], [4, 10], [6, 13], [3, 15]]","[[4, 17]]",2,2,False,13,https://moonboard.com/Problems/View/50938/jerry-baby
50913,"[[6, 3]]","[[9, 6], [6, 7], [8, 10], [5, 12], [8, 13], [4, 15]]","[[6, 17]]",0,0,False,17,https://moonboard.com/Problems/View/50913/giuliand
50911,"[[9, 4], [8, 5]]","[[4, 8], [5, 12], [2, 13]]","[[6, 17]]",6,6,False,12,https://moonboard.com/Problems/View/50911/sashagrey
50907,"[[5, 4]]","[[5, 10], [1, 12]]","[[4, 17]]",2,,False,1,https://moonboard.com/Problems/View/50907/smooth-precision
50834,"[[5, 4]]","[[7, 7], [4, 9], [6, 12], [5, 13], [8, 15]]","[[6, 17]]",0,0,False,47,https://moonboard.com/Problems/View/50834/vitheia
50813,"[[6, 1], [5, 4]]","[[4, 6], [6, 8], [4, 9], [6, 11], [6, 12], [5, 13], [7, 15], [6, 16]]","[[4, 17]]",0,0,False,49,https://moonboard.com/Problems/View/50813/instagram
50804,"[[3, 4], [2, 4]]","[[1, 7], [4, 9], [1, 11], [4, 13], [3, 14], [7, 15]]","[[8, 17]]",1,,False,2,https://moonboard.com/Problems/View/50804/flick-on-fleek
50735,"[[7, 4], [2, 4]]","[[4, 7], [5, 9], [2, 12], [3, 14]]","[[3, 17]]",0,0,False,44,https://moonboard.com/Problems/View/50735/qn01
50648,"[[6, 1], [7, 4]]","[[4, 7], [3, 9], [1, 12], [6, 13], [6, 14]]","[[10, 17]]",1,1,False,111,https://moonboard.com/Problems/View/50648/acg54
50635,"[[9, 4], [6, 5]]","[[6, 8], [1, 10], [2, 13], [2, 15]]","[[6, 17]]",2,,False,3,https://moonboard.com/Problems/View/50635/acg53
50633,"[[9, 4], [7, 4]]","[[4, 7], [4, 8], [1, 11], [4, 12], [4, 14]]","[[8, 17]]",1,1,False,80,https://moonboard.com/Problems/View/50633/acg52
50600,"[[1, 3], [2, 4]]","[[1, 7], [1, 9], [2, 12], [5, 14]]","[[4, 17]]",1,1,False,6,https://moonboard.com/Problems/View/50600/l-accoppiata
50585,"[[2, 4]]","[[4, 8], [5, 9], [7, 11], [8, 14]]","[[4, 17]]",4,,False,6,https://moonboard.com/Problems/View/50585/ilgeometra
50482,"[[5, 4]]","[[6, 12], [8, 13], [6, 14], [4, 9], [9, 15], [6, 1], [4, 7], [7, 9]]","[[8, 17]]",0,0,False,48,https://moonboard.com/Problems/View/50482/green-eggs-and-ham
50469,"[[10, 4]]","[[6, 1], [4, 7], [1, 10], [0, 13]]","[[3, 17]]",2,,False,2,https://moonboard.com/Problems/View/50469/neon-blanco
50449,"[[6, 1]]","[[8, 4], [6, 5], [7, 7], [7, 9], [6, 11], [6, 12], [4, 14], [3, 16]]","[[3, 17]]",0,0,False,8,https://moonboard.com/Problems/View/50449/le-prese-storte
50367,"[[8, 4]]","[[5, 8], [7, 8], [8, 11], [3, 12], [7, 13]]","[[3, 17]]",1,1,True,2121,https://moonboard.com/Problems/View/50367/enter-sandbag
50356,"[[5, 4]]","[[4, 14], [7, 10]]","[[4, 17]]",2,2,True,2282,https://moonboard.com/Problems/View/50356/the-crane-direct
50322,"[[8, 3]]","[[4, 5], [4, 8], [4, 11], [6, 13]]","[[4, 17]]",4,5,False,90,https://moonboard.com/Problems/View/50322/menabrea
50298,"[[9, 4]]","[[7, 9], [2, 11], [3, 13]]","[[3, 17]]",3,3,False,4,https://moonboard.com/Problems/View/50298/sleight-of-hand
50252,"[[10, 4]]","[[9, 6], [10, 8], [8, 9], [8, 11], [6, 12], [8, 13], [7, 15]]","[[8, 17]]",0,0,False,19,https://moonboard.com/Problems/View/50252/m5
50250,"[[6, 3]]","[[2, 7], [7, 9], [4, 9], [6, 14], [3, 14]]","[[3, 17]]",4,4,False,30,https://moonboard.com/Problems/View/50250/double-catch
50246,"[[6, 1], [4, 5]]","[[8, 7], [4, 9], [8, 12], [4, 14]]","[[4, 17]]",2,2,False,11,https://moonboard.com/Problems/View/50246/transgression
50237,"[[1, 2]]","[[2, 6], [4, 7], [4, 6], [6, 1], [7, 8], [7, 10], [10, 4], [9, 12], [6, 14]]","[[8, 17]]",1,1,False,16,https://moonboard.com/Problems/View/50237/m4
50233,"[[6, 3]]","[[7, 7], [4, 7], [5, 10], [1, 9], [2, 12], [4, 13], [1, 15], [4, 15]]","[[3, 17]]",0,0,False,16,https://moonboard.com/Problems/View/50233/m3
50172,"[[5, 4]]","[[7, 9], [5, 13], [3, 7]]","[[3, 17]]",1,1,False,8,https://moonboard.com/Problems/View/50172/don-t-be-a-puss
50130,"[[3, 5], [1, 3]]","[[3, 7], [3, 9], [7, 8], [5, 12], [7, 15], [3, 15]]","[[2, 17]]",3,,False,4,https://moonboard.com/Problems/View/50130/sevenbagged
50126,"[[5, 4]]","[[6, 1], [5, 9], [1, 12], [4, 14], [8, 15]]","[[8, 17]]",2,2,False,14,https://moonboard.com/Problems/View/50126/grand-slam
50116,"[[5, 4]]","[[10, 7], [6, 6], [9, 10], [10, 11], [7, 14]]","[[7, 17]]",2,,False,1,https://moonboard.com/Problems/View/50116/sandbragger
50106,"[[2, 4], [4, 5]]","[[0, 8], [5, 12], [5, 10], [6, 14]]","[[3, 17]]",4,4,True,1358,https://moonboard.com/Problems/View/50106/mark-s-favorite-problem
50095,"[[0, 4]]","[[2, 6], [1, 7], [3, 8], [1, 10], [3, 11], [4, 12], [2, 14], [4, 15], [3, 16]]","[[4, 17]]",0,0,False,9,https://moonboard.com/Problems/View/50095/kids-problem-3
50092,"[[3, 2], [1, 3]]","[[6, 6], [2, 11], [3, 15]]","[[2, 17]]",5,,False,5,https://moonboard.com/Problems/View/50092/saint-taint
50090,"[[6, 1]]","[[8, 7], [9, 10], [10, 12], [5, 14]]","[[3, 17]]",6,,False,6,https://moonboard.com/Problems/View/50090/scissor-queens
50088,"[[10, 4]]","[[9, 6], [9, 7], [8, 9], [8, 10], [6, 12], [7, 11], [5, 13], [6, 13], [4, 14], [4, 15], [3, 16]]","[[3, 17], [4, 17]]",0,0,False,11,https://moonboard.com/Problems/View/50088/kids-problem-2
50084,"[[5, 4]]","[[7, 6], [7, 7], [6, 7], [8, 9], [8, 10], [9, 12], [6, 13], [7, 15], [6, 16]]","[[6, 17]]",0,0,False,6,https://moonboard.com/Problems/View/50084/kids-problem-1
50005,"[[5, 4]]","[[7, 8], [6, 10], [8, 11], [5, 14]]","[[4, 17]]",1,1,False,12,https://moonboard.com/Problems/View/50005/stone-monkey
50003,"[[9, 4]]","[[5, 6], [9, 9], [5, 12], [7, 15]]","[[3, 17]]",1,1,False,6,https://moonboard.com/Problems/View/50003/bees-with-knees
50000,"[[6, 1], [6, 5]]","[[9, 8], [7, 10], [8, 13], [2, 14]]","[[4, 17]]",2,3,False,16,https://moonboard.com/Problems/View/50000/under-the-bridge
49998,"[[10, 4]]","[[8, 10], [7, 11], [3, 12], [3, 15]]","[[2, 17]]",3,,False,1,https://moonboard.com/Problems/View/49998/rude
49996,"[[1, 2], [3, 2]]","[[4, 7], [4, 9], [9, 11], [6, 14]]","[[8, 17]]",0,,False,2,https://moonboard.com/Problems/View/49996/turtle-in-the-crowd
49969,"[[5, 4]]","[[9, 7], [8, 9], [8, 13]]","[[6, 17]]",0,0,True,2934,https://moonboard.com/Problems/View/49969/hugo-eliminate-clean
49832,"[[6, 3]]","[[6, 7], [4, 9], [4, 10], [1, 12], [3, 16]]","[[4, 17]]",0,0,False,22,https://moonboard.com/Problems/View/49832/apple-sauce
49792,"[[6, 1], [3, 2]]","[[4, 15], [0, 4], [4, 6], [1, 10], [6, 13]]","[[8, 17]]",1,,False,2,https://moonboard.com/Problems/View/49792/lucy-likes-lunges
49772,"[[9, 1], [7, 4]]","[[4, 9], [8, 12], [4, 14], [9, 7]]","[[4, 17]]",0,0,False,12,https://moonboard.com/Problems/View/49772/crab-factory
49741,"[[8, 4]]","[[6, 6], [1, 6], [2, 11], [0, 15]]","[[2, 17]]",4,,False,5,https://moonboard.com/Problems/View/49741/dka-7b-c
49738,"[[2, 4]]","[[2, 8], [5, 11], [3, 10], [5, 15]]","[[0, 17]]",4,,False,3,https://moonboard.com/Problems/View/49738/chf
49735,"[[0, 4]]","[[3, 7], [2, 9], [7, 11], [5, 15], [6, 15]]","[[2, 17]]",4,,False,3,https://moonboard.com/Problems/View/49735/versed
49731,"[[8, 5], [10, 5]]","[[8, 9], [8, 12], [2, 14]]","[[2, 17]]",4,,False,3,https://moonboard.com/Problems/View/49731/propofol
49702,"[[4, 5], [9, 4]]","[[5, 10], [1, 14], [6, 16]]","[[8, 17]]",3,,False,4,https://moonboard.com/Problems/View/49702/suc
49666,"[[5, 4]]","[[1, 14], [1, 10], [2, 6], [3, 8], [4, 12]]","[[3, 17]]",0,0,True,5054,https://moonboard.com/Problems/View/49666/pull-yaself-up-yay
49658,"[[5, 4], [6, 1]]","[[1, 10], [6, 12], [4, 7], [7, 9], [4, 14]]","[[3, 17]]",0,0,False,448,https://moonboard.com/Problems/View/49658/s-u-n
49648,"[[5, 4]]","[[2, 9], [4, 7], [4, 12], [5, 14], [5, 10]]","[[3, 17]]",0,0,True,4467,https://moonboard.com/Problems/View/49648/pledge-to-hedge
49646,"[[4, 5], [8, 4]]","[[4, 7], [1, 9], [3, 11], [2, 12], [4, 14]]","[[4, 17]]",0,0,False,254,https://moonboard.com/Problems/View/49646/piece-of-cake-for-yaya
49576,"[[1, 2], [3, 2]]","[[1, 8], [1, 9], [4, 12], [4, 14]]","[[8, 17]]",1,1,True,1234,https://moonboard.com/Problems/View/49576/sitting-bull
49468,"[[5, 4]]","[[7, 8], [4, 10], [4, 14]]","[[3, 17]]",1,2,False,25,https://moonboard.com/Problems/View/49468/fiddlesticks
49461,"[[5, 4]]","[[7, 9], [4, 14]]","[[8, 17]]",1,1,False,67,https://moonboard.com/Problems/View/49461/lj-amp-j
49453,"[[6, 3], [4, 5]]","[[3, 14], [2, 12], [6, 8], [2, 9]]","[[3, 17]]",1,1,False,60,https://moonboard.com/Problems/View/49453/oldenboard-1
49191,"[[7, 4]]","[[4, 14], [8, 9], [8, 11], [9, 6]]","[[7, 17]]",1,1,True,2567,https://moonboard.com/Problems/View/49191/rightness-pt-3
49143,"[[8, 3]]","[[5, 6], [9, 8], [5, 12]]","[[4, 17]]",2,,False,2,https://moonboard.com/Problems/View/49143/hoorah
49141,"[[9, 4]]","[[9, 9], [4, 9], [2, 12], [1, 14], [1, 5]]","[[3, 17]]",2,,False,6,https://moonboard.com/Problems/View/49141/off-kilter
49119,"[[1, 3], [2, 4]]","[[4, 8], [1, 10], [6, 11], [6, 14], [9, 15]]","[[8, 17]]",2,3,False,22,https://moonboard.com/Problems/View/49119/the-crush-of-love
49073,"[[9, 4], [6, 5]]","[[10, 8], [7, 9], [2, 12], [4, 15]]","[[3, 17]]",1,1,False,56,https://moonboard.com/Problems/View/49073/on-our-heel
49031,"[[4, 5], [6, 1]]","[[0, 13], [3, 16], [4, 10], [4, 11], [4, 15], [6, 8]]","[[8, 17]]",1,1,True,4563,https://moonboard.com/Problems/View/49031/attrezzo-di-tortura
48967,"[[5, 4]]","[[6, 8], [4, 9], [6, 12], [8, 15]]","[[8, 17]]",0,0,False,35,https://moonboard.com/Problems/View/48967/monkey-busses
48962,"[[5, 4]]","[[7, 9], [4, 14]]","[[6, 17]]",1,1,False,33,https://moonboard.com/Problems/View/48962/lock-it-in
48960,"[[8, 3], [4, 5]]","[[7, 8], [5, 11], [8, 13]]","[[4, 17]]",1,,False,5,https://moonboard.com/Problems/View/48960/up-down-in-or-out
48949,"[[3, 2]]","[[3, 7], [6, 10], [8, 11], [9, 13]]","[[7, 17]]",4,,False,3,https://moonboard.com/Problems/View/48949/-enjoy
48942,"[[7, 4], [8, 5]]","[[4, 7], [4, 10], [3, 12], [8, 15]]","[[6, 17]]",2,3,False,12,https://moonboard.com/Problems/View/48942/rob-double-dribble
48939,"[[1, 5], [5, 5]]","[[5, 10], [6, 14], [8, 13]]","[[3, 17]]",4,4,True,149,https://moonboard.com/Problems/View/48939/vertical-axis
48933,"[[3, 2]]","[[7, 6], [4, 10], [8, 12]]","[[10, 17]]",5,,False,1,https://moonboard.com/Problems/View/48933/in-the-kitchen
48931,"[[8, 4]]","[[7, 8], [3, 9], [7, 13], [10, 15]]","[[10, 17]]",4,,False,1,https://moonboard.com/Problems/View/48931/corrupted-board
48927,"[[9, 4]]","[[7, 9], [5, 12], [2, 13], [3, 7]]","[[2, 17]]",4,4,False,74,https://moonboard.com/Problems/View/48927/no-gimmicks
48883,"[[6, 3]]","[[7, 7], [8, 9], [9, 11], [4, 13], [4, 15]]","[[0, 17]]",0,,False,2,https://moonboard.com/Problems/View/48883/loudreign
48867,"[[2, 4], [4, 5]]","[[4, 7], [5, 10], [5, 12], [8, 13], [8, 14], [10, 15]]","[[8, 17]]",0,0,False,121,https://moonboard.com/Problems/View/48867/ab4
48851,"[[6, 3]]","[[7, 9], [6, 14]]","[[10, 17]]",1,,False,1,https://moonboard.com/Problems/View/48851/go-go-go
48847,"[[4, 5]]","[[5, 9], [1, 10], [5, 13], [4, 14]]","[[8, 17]]",0,,False,4,https://moonboard.com/Problems/View/48847/l15
48816,"[[8, 3], [6, 1]]","[[3, 4], [1, 7], [1, 11], [7, 10], [7, 12], [10, 13], [6, 16], [2, 5]]","[[3, 17]]",2,,False,1,https://moonboard.com/Problems/View/48816/don-t-kill-my-vibe
48806,"[[3, 2], [1, 3]]","[[6, 6], [5, 7], [10, 9], [9, 10], [10, 12], [5, 14], [6, 15]]","[[2, 17]]",6,,False,6,https://moonboard.com/Problems/View/48806/yellow-finger-boomerang
48765,"[[7, 4]]","[[5, 14], [7, 13], [7, 11], [10, 8]]","[[4, 17]]",2,2,True,2480,https://moonboard.com/Problems/View/48765/intimissimi-2
48723,"[[0, 4]]","[[4, 7], [4, 8], [4, 15], [6, 12], [7, 4]]","[[3, 17]]",3,2,True,1269,https://moonboard.com/Problems/View/48723/frocenzo-surprised
48649,"[[6, 3]]","[[7, 9], [2, 12]]","[[4, 17]]",1,,False,3,https://moonboard.com/Problems/View/48649/dyno-dave
48647,"[[1, 2]]","[[4, 6], [0, 8], [3, 11], [1, 15], [1, 12]]","[[4, 17]]",0,0,False,12,https://moonboard.com/Problems/View/48647/two-daves
48614,"[[10, 4]]","[[5, 5], [5, 6], [8, 10], [3, 12], [4, 13], [4, 15]]","[[10, 17]]",2,,False,1,https://moonboard.com/Problems/View/48614/unnamed
48589,"[[5, 4]]","[[1, 7], [1, 8], [1, 10], [5, 11], [5, 13], [4, 14]]","[[1, 17]]",0,0,False,14,https://moonboard.com/Problems/View/48589/wanderlust
48540,"[[3, 2], [5, 5]]","[[2, 8], [5, 12], [6, 14]]","[[8, 17]]",5,,False,2,https://moonboard.com/Problems/View/48540/leviathan
48537,"[[8, 3]]","[[6, 7], [8, 10], [6, 12], [7, 15]]","[[4, 17]]",0,0,False,16,https://moonboard.com/Problems/View/48537/de-ladder
48274,"[[1, 2], [2, 4]]","[[9, 10], [6, 13], [7, 8], [8, 5]]","[[4, 17]]",4,,False,7,https://moonboard.com/Problems/View/48274/tree-farm
48270,"[[9, 4]]","[[7, 7], [4, 10], [5, 14], [7, 15]]","[[8, 17]]",2,,False,4,https://moonboard.com/Problems/View/48270/rosie-odonnell
48265,"[[1, 2], [3, 2]]","[[1, 8], [2, 9], [5, 12], [6, 14]]","[[8, 17]]",2,,False,4,https://moonboard.com/Problems/View/48265/rail
48262,"[[10, 4]]","[[9, 8], [9, 7], [6, 13]]","[[4, 17]]",3,3,False,11,https://moonboard.com/Problems/View/48262/snoopy
48247,"[[0, 4]]","[[4, 5], [7, 7], [3, 11], [1, 15]]","[[4, 17]]",1,,False,2,https://moonboard.com/Problems/View/48247/big-left
48243,"[[1, 3], [6, 1]]","[[6, 8], [2, 8], [6, 12]]","[[8, 17]]",4,4,False,27,https://moonboard.com/Problems/View/48243/stickles
48203,"[[4, 5], [8, 3]]","[[5, 9], [2, 12], [7, 13], [6, 16]]","[[4, 17]]",3,,False,9,https://moonboard.com/Problems/View/48203/stranger-than-fiction-var
48104,"[[1, 3], [3, 5]]","[[0, 8], [4, 8], [4, 11], [4, 14], [8, 15]]","[[8, 17]]",1,1,False,12,https://moonboard.com/Problems/View/48104/intimissimi-1
48087,"[[9, 4]]","[[3, 16], [3, 14], [6, 14], [8, 8], [9, 9]]","[[0, 17]]",6,6,False,124,https://moonboard.com/Problems/View/48087/shoulderphelps
48064,"[[5, 4]]","[[2, 7], [5, 10], [2, 12]]","[[4, 17]]",0,0,False,8,https://moonboard.com/Problems/View/48064/ladders-and-snakes
48045,"[[5, 4]]","[[4, 9], [8, 8], [6, 12], [8, 13]]","[[6, 17]]",1,2,False,1434,https://moonboard.com/Problems/View/48045/gunshow
48040,"[[9, 1], [7, 4]]","[[2, 8], [4, 11], [6, 6], [8, 14], [4, 12], [4, 15]]","[[3, 17]]",3,3,False,7,https://moonboard.com/Problems/View/48040/avant-garde
47955,"[[6, 1], [9, 1]]","[[5, 8], [7, 8], [4, 12], [6, 14], [7, 15], [2, 11], [8, 15]]","[[10, 17]]",4,,False,5,https://moonboard.com/Problems/View/47955/gross-man
47952,"[[10, 4]]","[[9, 7], [8, 9], [6, 12], [2, 14]]","[[7, 17]]",2,2,False,65,https://moonboard.com/Problems/View/47952/rightness-pt-2
47949,"[[4, 5]]","[[4, 9], [6, 8], [3, 2], [3, 11], [0, 13], [3, 14]]","[[3, 17]]",0,0,False,15,https://moonboard.com/Problems/View/47949/just-a-test
47947,"[[10, 4], [9, 5]]","[[8, 9], [8, 13], [4, 14]]","[[4, 17]]",2,3,False,340,https://moonboard.com/Problems/View/47947/mucho-gusto
47945,"[[0, 4], [2, 4]]","[[4, 7], [0, 9], [0, 10], [2, 12], [3, 16]]","[[0, 17]]",3,4,False,189,https://moonboard.com/Problems/View/47945/yep-one-more
47913,"[[5, 4]]","[[7, 10], [5, 14], [8, 14]]","[[8, 17]]",1,,False,2,https://moonboard.com/Problems/View/47913/horrorizon
47710,"[[8, 3]]","[[7, 7], [9, 9], [6, 13], [3, 14]]","[[0, 17], [3, 17]]",5,5,False,456,https://moonboard.com/Problems/View/47710/foundry-league-1
47609,"[[9, 4]]","[[7, 7], [4, 8], [6, 13]]","[[3, 17]]",4,,False,5,https://moonboard.com/Problems/View/47609/lacerqua
47529,"[[6, 3]]","[[2, 9], [3, 14], [3, 15], [7, 7]]","[[6, 17]]",4,5,False,563,https://moonboard.com/Problems/View/47529/drive-thru-serive
47518,"[[8, 4]]","[[8, 5], [3, 5], [5, 9], [3, 10], [4, 11], [1, 14]]","[[4, 17]]",3,3,False,5,https://moonboard.com/Problems/View/47518/luke-sanduster
47515,"[[9, 4]]","[[7, 8], [8, 8], [5, 9], [8, 12], [4, 13]]","[[6, 17]]",1,1,False,20,https://moonboard.com/Problems/View/47515/sandra
47503,"[[6, 3]]","[[6, 5], [9, 8], [5, 11], [4, 11], [1, 11], [3, 13], [1, 15]]","[[2, 17]]",2,,False,4,https://moonboard.com/Problems/View/47503/sandblaster
47414,"[[10, 4], [8, 4]]","[[7, 8], [8, 11], [4, 14]]","[[3, 17]]",0,0,False,16,https://moonboard.com/Problems/View/47414/citra
47411,"[[6, 3]]","[[4, 6], [7, 9], [8, 6], [4, 10], [4, 12], [4, 13]]","[[8, 17]]",0,,False,4,https://moonboard.com/Problems/View/47411/andrea
47370,"[[6, 3], [5, 4]]","[[7, 10], [1, 10], [4, 11], [4, 14], [6, 7], [8, 5]]","[[8, 17]]",1,1,False,95,https://moonboard.com/Problems/View/47370/ettore
47339,"[[7, 4], [1, 3]]","[[6, 8], [4, 10], [7, 13], [7, 15]]","[[10, 17]]",1,1,False,8,https://moonboard.com/Problems/View/47339/seth
47322,"[[8, 3]]","[[4, 7], [5, 9], [2, 12], [5, 13], [6, 14], [10, 15]]","[[10, 17]]",1,1,False,36,https://moonboard.com/Problems/View/47322/shoulder-fart
47319,"[[5, 4]]","[[7, 10], [5, 13]]","[[6, 17]]",1,0,False,87,https://moonboard.com/Problems/View/47319/jumpin-jack-flash
47294,"[[8, 3]]","[[4, 5], [8, 9], [4, 10], [7, 13], [6, 14]]","[[8, 17]]",1,1,False,10,https://moonboard.com/Problems/View/47294/geschenk-an-die-langen
47288,"[[5, 4]]","[[7, 9], [6, 14], [8, 6]]","[[10, 17]]",1,1,False,18,https://moonboard.com/Problems/View/47288/jumpystyle
47210,"[[9, 4]]","[[7, 7], [5, 9], [6, 13], [4, 13]]","[[6, 17]]",3,3,False,43,https://moonboard.com/Problems/View/47210/power-pinch
47201,"[[1, 5], [4, 5]]","[[4, 7], [4, 9], [8, 13], [4, 15]]","[[8, 17]]",1,1,False,10,https://moonboard.com/Problems/View/47201/mind-the-black
47136,"[[5, 4]]","[[3, 8], [3, 9], [0, 12], [5, 14]]","[[2, 17]]",3,3,False,225,https://moonboard.com/Problems/View/47136/chippy
47119,"[[1, 3], [6, 1]]","[[2, 7], [7, 7], [8, 9], [5, 13]]","[[8, 17]]",2,2,False,60,https://moonboard.com/Problems/View/47119/rampage
47116,"[[0, 4]]","[[1, 7], [4, 9], [3, 10], [4, 14]]","[[2, 17]]",1,1,False,14,https://moonboard.com/Problems/View/47116/fat-bastard
47109,"[[0, 4]]","[[4, 7], [4, 14], [7, 8], [8, 13], [9, 12], [10, 8]]","[[3, 17]]",2,2,True,1046,https://moonboard.com/Problems/View/47109/la-rose-et-le-moonboard
46842,"[[1, 2]]","[[6, 5], [6, 7], [8, 10], [6, 14], [7, 15]]","[[3, 17]]",4,4,False,50,https://moonboard.com/Problems/View/46842/the-unforgiven-ii
46833,"[[3, 5], [5, 5]]","[[7, 10], [7, 14]]","[[7, 17]]",5,,False,3,https://moonboard.com/Problems/View/46833/il-surrogato
46684,"[[6, 5]]","[[7, 9], [2, 12], [10, 5]]","[[3, 17]]",1,,False,1,https://moonboard.com/Problems/View/46684/rained-out
46682,"[[4, 5], [10, 5]]","[[7, 9], [2, 12]]","[[3, 17]]",1,,False,3,https://moonboard.com/Problems/View/46682/night-brigade
46679,"[[4, 5]]","[[7, 9], [1, 9], [3, 14]]","[[3, 17]]",1,1,False,9,https://moonboard.com/Problems/View/46679/zeus
46651,"[[5, 4]]","[[3, 8], [1, 9], [2, 12]]","[[3, 17]]",2,2,False,31,https://moonboard.com/Problems/View/46651/soun
46643,"[[9, 4]]","[[5, 6], [7, 9], [7, 12], [9, 6]]","[[4, 17]]",2,2,False,7,https://moonboard.com/Problems/View/46643/runaway
46605,"[[6, 3]]","[[6, 7], [4, 10], [8, 8], [6, 14], [10, 5]]","[[8, 17]]",3,3,False,6,https://moonboard.com/Problems/View/46605/funky-now-3
